id,repo_name,filename,line_number,column_number,issue_text,code,severity,confidence,cwe,found_by_count,all_sources,source,tool_issue_id,tool_test_name,combined_tool_ids,is_duplicate
3454,ANRGUSC_SDPP,ANRGUSC_SDPP/buyer.py,127,0,"Detected MD5 hash algorithm which is considered insecure. MD5 is not collision resistant and is therefore not suitable as a cryptographic signature.  Use a modern hash algorithm from the SHA-2, SHA-3, or BLAKE2 family instead.","    :return: True/False
    """"""
    hash = MD5.new(message).digest()
    return seller_public_key.verify(hash, signature)

",MEDIUM,HIGH,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.pycryptodome.security.insecure-hash-algorithm-md5.insecure-hash-algorithm-md5,,semgrep:python.pycryptodome.security.insecure-hash-algorithm-md5.insecure-hash-algorithm-md5,False
3455,ANRGUSC_SDPP,ANRGUSC_SDPP/seller.py,22,0,Detected an insufficient key size for RSA. NIST recommends a key size of 3072 or higher.,"
# Seller's Keys
key = RSA.generate(2048)
seller_public_key = key.publickey().exportKey('OpenSSH')

",MEDIUM,HIGH,CWE-326: Inadequate Encryption Strength,1,semgrep,semgrep,python.pycryptodome.security.insufficient-rsa-key-size.insufficient-rsa-key-size,,semgrep:python.pycryptodome.security.insufficient-rsa-key-size.insufficient-rsa-key-size,False
3456,ANRGUSC_SDPP,ANRGUSC_SDPP/seller.py,76,0,"Detected MD5 hash algorithm which is considered insecure. MD5 is not collision resistant and is therefore not suitable as a cryptographic signature.  Use a modern hash algorithm from the SHA-2, SHA-3, or BLAKE2 family instead.","    :return: signature<Tuple>
    """"""
    hash = MD5.new(plaintext).digest()
    signature = key.sign(hash, '')
    return signature
",MEDIUM,HIGH,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.pycryptodome.security.insecure-hash-algorithm-md5.insecure-hash-algorithm-md5,,semgrep:python.pycryptodome.security.insecure-hash-algorithm-md5.insecure-hash-algorithm-md5,False
3457,ANRGUSC_SDPP,ANRGUSC_SDPP/seller.py,87,0,"Detected MD5 hash algorithm which is considered insecure. MD5 is not collision resistant and is therefore not suitable as a cryptographic signature.  Use a modern hash algorithm from the SHA-2, SHA-3, or BLAKE2 family instead.","    :return: True/False
    """"""
    hash = MD5.new(message).digest()
    return signature_pub_key.verify(hash, signature)

",MEDIUM,HIGH,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.pycryptodome.security.insecure-hash-algorithm-md5.insecure-hash-algorithm-md5,,semgrep:python.pycryptodome.security.insecure-hash-algorithm-md5.insecure-hash-algorithm-md5,False
3458,Abdullah-00_cryptography-in-python,Abdullah-00_cryptography-in-python/part1/part1.2.py,7,0,Detected an insufficient key size for RSA. NIST recommends a key size of 3072 or higher.,"if __name__ == '__main__':
    # Generating RSA Key Pair:
    key = RSA.generate(2048)  # Generate a key pair
    pubKey = key.publickey().export_key('PEM')  # Export the public key as encoded as PEM
    keyFile = open('pubKey.pem', 'wb')  # Open a new file to save the public key
",MEDIUM,HIGH,CWE-326: Inadequate Encryption Strength,1,semgrep,semgrep,python.pycryptodome.security.insufficient-rsa-key-size.insufficient-rsa-key-size,,semgrep:python.pycryptodome.security.insufficient-rsa-key-size.insufficient-rsa-key-size,False
3475,Gubbi_trackr,Gubbi_trackr/lib/httplib2/__init__.py,79,0,"'ssl.wrap_socket()' is deprecated. This function creates an insecure socket without server name indication or hostname matching. Instead, create an SSL context using 'ssl.SSLContext()' and use that to wrap a socket.","        # doesn't expose the necessary knobs. So we need to go with the default
        # of SSLv23.
        return ssl.wrap_socket(sock, keyfile=key_file, certfile=cert_file,
                               cert_reqs=cert_reqs, ca_certs=ca_certs)
except (AttributeError, ImportError):
    ssl_SSLError = None
",MEDIUM,MEDIUM,CWE-326: Inadequate Encryption Strength,1,semgrep,semgrep,python.lang.security.audit.ssl-wrap-socket-is-deprecated.ssl-wrap-socket-is-deprecated,,semgrep:python.lang.security.audit.ssl-wrap-socket-is-deprecated.ssl-wrap-socket-is-deprecated,False
3476,Gubbi_trackr,Gubbi_trackr/lib/httplib2/__init__.py,455,0,Detected SHA1 hash algorithm which is considered insecure. SHA1 is not collision resistant and is therefore not suitable as a cryptographic signature. Use SHA256 or SHA3 instead.,"
def _wsse_username_token(cnonce, iso_now, password):
    return base64.b64encode(_sha(""%s%s%s"" % (cnonce, iso_now, password)).digest()).strip()


",MEDIUM,MEDIUM,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.lang.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1,,semgrep:python.lang.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1,False
3477,JUNICHIFUJIO_CryptoTests,JUNICHIFUJIO_CryptoTests/FinalMain.py,434,0,"Detected DES cipher or Triple DES algorithm which is considered insecure. This algorithm is not cryptographically secure and can be reversed easily. Use a secure symmetric cipher from the cryptodome package instead. Use secure stream ciphers such as ChaCha20, XChaCha20 and Salsa20, or a block cipher such as AES with a block size of 128 bits. When using a block cipher, use a modern mode of operation that also provides authentication, such as GCM.","            blockLength = 8
            IV = os.urandom(blockLength)
            tripleDES = Crypto.Cipher.DES3.new(key, mode=Crypto.Cipher.blockalgo.MODE_CBC, IV=IV)            
            paddedMessage = self.AddPadding(message_byte_array, blockLength)
            extendedMessage = bytearray(IV)
",MEDIUM,HIGH,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.pycryptodome.security.insecure-cipher-algorithm-des.insecure-cipher-algorithm-des,,semgrep:python.pycryptodome.security.insecure-cipher-algorithm-des.insecure-cipher-algorithm-des,False
3478,JUNICHIFUJIO_CryptoTests,JUNICHIFUJIO_CryptoTests/FinalMain.py,697,0,Detected an insufficient key size for RSA. NIST recommends a key size of 3072 or higher.,"            startTime = time.time()
            
            key = Crypto.PublicKey.RSA.generate(2048)

            splitMessage = self.SplitMessage(message_byte_array, blockLength)
",MEDIUM,HIGH,CWE-326: Inadequate Encryption Strength,1,semgrep,semgrep,python.pycryptodome.security.insufficient-rsa-key-size.insufficient-rsa-key-size,,semgrep:python.pycryptodome.security.insufficient-rsa-key-size.insufficient-rsa-key-size,False
3479,JUNICHIFUJIO_CryptoTests,JUNICHIFUJIO_CryptoTests/FinalMain.py,728,0,DSA key sizes below 2048 bits are considered breakable. ,"727             # Generate the private and public keys
728             privateKey = cryptography.hazmat.primitives.asymmetric.dsa.generate_private_key(
729                 key_size = 1024,
730                 backend = default_backend()
731                 )
732             publicKey = privateKey.public_key()",MEDIUM,HIGH,,1,bandit,bandit,B505,weak_cryptographic_key,bandit:B505,False
3480,JUNICHIFUJIO_CryptoTests,JUNICHIFUJIO_CryptoTests/FinalMain.py,729,0,Detected an insufficient key size for DSA. NIST recommends a key size of 2048 or higher.,"            # Generate the private and public keys
            privateKey = cryptography.hazmat.primitives.asymmetric.dsa.generate_private_key(
                key_size = 1024,
                backend = default_backend()
                )
",MEDIUM,MEDIUM,CWE-326: Inadequate Encryption Strength,1,semgrep,semgrep,python.cryptography.security.insufficient-dsa-key-size.insufficient-dsa-key-size,,semgrep:python.cryptography.security.insufficient-dsa-key-size.insufficient-dsa-key-size,False
3493,Lonero-Team_Decentralized-Internet,Lonero-Team_Decentralized-Internet/clusterpost/src/clusterpost-app/get.js,9,0,"Checks for setting the environment variable NODE_TLS_REJECT_UNAUTHORIZED to 0, which disables TLS verification. This should only be used for debugging purposes. Setting the option rejectUnauthorized to false bypasses verification against the list of trusted CAs, which also leads to insecure transport. These options lead to vulnerability to MTM attacks, and should not be used.","

var agentoptions = {
    rejectUnauthorized: false
}

clusterpost.setAgentOptions(agentoptions);
",MEDIUM,MEDIUM,"C, W, E, -, 3, 1, 9, :,  , C, l, e, a, r, t, e, x, t,  , T, r, a, n, s, m, i, s, s, i, o, n,  , o, f,  , S, e, n, s, i, t, i, v, e,  , I, n, f, o, r, m, a, t, i, o, n",1,semgrep,semgrep,problem-based-packs.insecure-transport.js-node.bypass-tls-verification.bypass-tls-verification,,semgrep:problem-based-packs.insecure-transport.js-node.bypass-tls-verification.bypass-tls-verification,False
3494,Lonero-Team_Decentralized-Internet,Lonero-Team_Decentralized-Internet/clusterpost/src/clusterpost-app/post.js,9,0,"Checks for setting the environment variable NODE_TLS_REJECT_UNAUTHORIZED to 0, which disables TLS verification. This should only be used for debugging purposes. Setting the option rejectUnauthorized to false bypasses verification against the list of trusted CAs, which also leads to insecure transport. These options lead to vulnerability to MTM attacks, and should not be used.","

var agentoptions = {
    rejectUnauthorized: false
}

clusterpost.setAgentOptions(agentoptions);
",MEDIUM,MEDIUM,"C, W, E, -, 3, 1, 9, :,  , C, l, e, a, r, t, e, x, t,  , T, r, a, n, s, m, i, s, s, i, o, n,  , o, f,  , S, e, n, s, i, t, i, v, e,  , I, n, f, o, r, m, a, t, i, o, n",1,semgrep,semgrep,problem-based-packs.insecure-transport.js-node.bypass-tls-verification.bypass-tls-verification,,semgrep:problem-based-packs.insecure-transport.js-node.bypass-tls-verification.bypass-tls-verification,False
3495,Lonero-Team_Decentralized-Internet,Lonero-Team_Decentralized-Internet/clusterpost/src/clusterpost-execution/executionserver.methods.js,13,0,"Checks for setting the environment variable NODE_TLS_REJECT_UNAUTHORIZED to 0, which disables TLS verification. This should only be used for debugging purposes. Setting the option rejectUnauthorized to false bypasses verification against the list of trusted CAs, which also leads to insecure transport. These options lead to vulnerability to MTM attacks, and should not be used.","	var clusterpost = require('clusterpost-lib');

	var agentOptions = {
		rejectUnauthorized: false
	}

	clusterpost.setClusterPostServer(conf.uri);
",MEDIUM,MEDIUM,"C, W, E, -, 3, 1, 9, :,  , C, l, e, a, r, t, e, x, t,  , T, r, a, n, s, m, i, s, s, i, o, n,  , o, f,  , S, e, n, s, i, t, i, v, e,  , I, n, f, o, r, m, a, t, i, o, n",1,semgrep,semgrep,problem-based-packs.insecure-transport.js-node.bypass-tls-verification.bypass-tls-verification,,semgrep:problem-based-packs.insecure-transport.js-node.bypass-tls-verification.bypass-tls-verification,False
3496,Lonero-Team_Decentralized-Internet,Lonero-Team_Decentralized-Internet/clusterpost/src/clusterpost-execution/request_token.js,8,0,"Checks for setting the environment variable NODE_TLS_REJECT_UNAUTHORIZED to 0, which disables TLS verification. This should only be used for debugging purposes. Setting the option rejectUnauthorized to false bypasses verification against the list of trusted CAs, which also leads to insecure transport. These options lead to vulnerability to MTM attacks, and should not be used.","const path = require('path');

var agentoptions = {
    rejectUnauthorized: false
}

clusterpost.setAgentOptions(agentoptions);
",MEDIUM,MEDIUM,"C, W, E, -, 3, 1, 9, :,  , C, l, e, a, r, t, e, x, t,  , T, r, a, n, s, m, i, s, s, i, o, n,  , o, f,  , S, e, n, s, i, t, i, v, e,  , I, n, f, o, r, m, a, t, i, o, n",1,semgrep,semgrep,problem-based-packs.insecure-transport.js-node.bypass-tls-verification.bypass-tls-verification,,semgrep:problem-based-packs.insecure-transport.js-node.bypass-tls-verification.bypass-tls-verification,False
3546,Quantosec_QuantoCrypt-py,Quantosec_QuantoCrypt-py/src/QuantoCrypt/hash.py,81,0,"This code uses a 224-bit hash function, which is deprecated or disallowed in some security policies. Consider updating to a stronger hash function such as SHA-384 or higher to ensure compliance and security.","        """"""

        return hashlib.sha224(self.data.encode(""utf-8"")).digest()

    def hex(self):
",MEDIUM,HIGH,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.lang.security.audit.sha224-hash.sha224-hash,,semgrep:python.lang.security.audit.sha224-hash.sha224-hash,False
3547,Quantosec_QuantoCrypt-py,Quantosec_QuantoCrypt-py/src/QuantoCrypt/hash.py,91,0,"This code uses a 224-bit hash function, which is deprecated or disallowed in some security policies. Consider updating to a stronger hash function such as SHA-384 or higher to ensure compliance and security.","        """"""

        return hashlib.sha224(self.data.encode(""utf-8"")).hexdigest()

class SHA256:
",MEDIUM,HIGH,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.lang.security.audit.sha224-hash.sha224-hash,,semgrep:python.lang.security.audit.sha224-hash.sha224-hash,False
3548,Sidhant341_contactless-payment-system,Sidhant341_contactless-payment-system/API/db.js,6,0,"Checks for setting the environment variable NODE_TLS_REJECT_UNAUTHORIZED to 0, which disables TLS verification. This should only be used for debugging purposes. Setting the option rejectUnauthorized to false bypasses verification against the list of trusted CAs, which also leads to insecure transport. These options lead to vulnerability to MTM attacks, and should not be used.","const pool = new Pool({
    connectionString: process.env.DATABASE_URL,
    ssl: { rejectUnauthorized: false }
  })

",MEDIUM,MEDIUM,"C, W, E, -, 3, 1, 9, :,  , C, l, e, a, r, t, e, x, t,  , T, r, a, n, s, m, i, s, s, i, o, n,  , o, f,  , S, e, n, s, i, t, i, v, e,  , I, n, f, o, r, m, a, t, i, o, n",1,semgrep,semgrep,problem-based-packs.insecure-transport.js-node.bypass-tls-verification.bypass-tls-verification,,semgrep:problem-based-packs.insecure-transport.js-node.bypass-tls-verification.bypass-tls-verification,False
3549,Steve132_CoinRelay,Steve132_CoinRelay/lib/websocket.py,451,0,"'ssl.wrap_socket()' is deprecated. This function creates an insecure socket without server name indication or hostname matching. Instead, create an SSL context using 'ssl.SSLContext()' and use that to wrap a socket.","                else:
                    sslopt = self.sslopt
                self.sock = ssl.wrap_socket(self.sock, **sslopt)
            else:
                raise WebSocketException(""SSL not available."")
",MEDIUM,MEDIUM,CWE-326: Inadequate Encryption Strength,1,semgrep,semgrep,python.lang.security.audit.ssl-wrap-socket-is-deprecated.ssl-wrap-socket-is-deprecated,,semgrep:python.lang.security.audit.ssl-wrap-socket-is-deprecated.ssl-wrap-socket-is-deprecated,False
3550,Steve132_CoinRelay,Steve132_CoinRelay/lib/websocket.py,517,0,Detected SHA1 hash algorithm which is considered insecure. SHA1 is not collision resistant and is therefore not suitable as a cryptographic signature. Use SHA256 or SHA3 instead.,"
        value = key + ""258EAFA5-E914-47DA-95CA-C5AB0DC85B11""
        hashed = base64.encodestring(hashlib.sha1(value).digest()).strip().lower()
        return hashed == result

",MEDIUM,MEDIUM,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.lang.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1,,semgrep:python.lang.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1,False
3563,Whompithian_css527-project3,Whompithian_css527-project3/algo.py,380,0,"Detected DES cipher or Triple DES algorithm which is considered insecure. This algorithm is not cryptographically secure and can be reversed easily. Use a secure symmetric cipher from the cryptodome package instead. Use secure stream ciphers such as ChaCha20, XChaCha20 and Salsa20, or a block cipher such as AES with a block size of 128 bits. When using a block cipher, use a modern mode of operation that also provides authentication, such as GCM.","    # result with each new operation
    algo_run = ['DES3']
    cipher = DES3.new(key, DES3.MODE_CBC, iv8)
    enctext = cipher.encrypt(message)
    enc_run = ['encrypt']
",MEDIUM,HIGH,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.pycryptodome.security.insecure-cipher-algorithm-des.insecure-cipher-algorithm-des,,semgrep:python.pycryptodome.security.insecure-cipher-algorithm-des.insecure-cipher-algorithm-des,False
3564,acriptis_django_simple_payment_system,acriptis_django_simple_payment_system/wallets/models.py,28,0,"This code uses a 224-bit hash function, which is deprecated or disallowed in some security policies. Consider updating to a stronger hash function such as SHA-384 or higher to ensure compliance and security.","        #generates secret hash for wallet to alias it in secret link
        user_code = ""%s %s %s"" % (self.owner.name, self.owner.city , self.owner.country)
        user_hash = hashlib.sha224(user_code.encode('utf8')).hexdigest()
        return user_hash

",MEDIUM,HIGH,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.lang.security.audit.sha224-hash.sha224-hash,,semgrep:python.lang.security.audit.sha224-hash.sha224-hash,False
3589,ashutosh1206_Crypton,ashutosh1206_Crypton/Block-Cipher/Attack-CBC-Bit-Flipping/Challenges/Secret-Server/secretserver.py,69,0,"Detected MD5 hash algorithm which is considered insecure. MD5 is not collision resistant and is therefore not suitable as a cryptographic signature.  Use a modern hash algorithm from the SHA-2, SHA-3, or BLAKE2 family instead.","                send_msg(flag)
            elif msg.startswith('get-md5'):
                send_msg(MD5.new(msg[7:]).digest())
            elif msg.startswith('get-time'):
                send_msg(str(time.time()))
",MEDIUM,HIGH,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.pycryptodome.security.insecure-hash-algorithm-md5.insecure-hash-algorithm-md5,,semgrep:python.pycryptodome.security.insecure-hash-algorithm-md5.insecure-hash-algorithm-md5,False
3590,ashutosh1206_Crypton,ashutosh1206_Crypton/Block-Cipher/Attack-CBC-Bit-Flipping/Challenges/Secret-Server/secretserver.py,73,0,Detected SHA1 hash algorithm which is considered insecure. SHA1 is not collision resistant and is therefore not suitable as a cryptographic signature. Use SHA256 or SHA3 instead.,"                send_msg(str(time.time()))
            elif msg.startswith('get-sha1'):
                send_msg(SHA.new(msg[8:]).digest())
            elif msg.startswith('get-sha256'):
                send_msg(SHA256.new(msg[10:]).digest())
",MEDIUM,MEDIUM,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.pycryptodome.security.insecure-hash-algorithm.insecure-hash-algorithm-sha1,,semgrep:python.pycryptodome.security.insecure-hash-algorithm.insecure-hash-algorithm-sha1,False
3591,ashutosh1206_Crypton,ashutosh1206_Crypton/Block-Cipher/Attack-CBC-Padding-Oracle/Challenges/Secret-Server/secretserver.py,69,0,"Detected MD5 hash algorithm which is considered insecure. MD5 is not collision resistant and is therefore not suitable as a cryptographic signature.  Use a modern hash algorithm from the SHA-2, SHA-3, or BLAKE2 family instead.","                send_msg(flag)
            elif msg.startswith('get-md5'):
                send_msg(MD5.new(msg[7:]).digest())
            elif msg.startswith('get-time'):
                send_msg(str(time.time()))
",MEDIUM,HIGH,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.pycryptodome.security.insecure-hash-algorithm-md5.insecure-hash-algorithm-md5,,semgrep:python.pycryptodome.security.insecure-hash-algorithm-md5.insecure-hash-algorithm-md5,False
3592,ashutosh1206_Crypton,ashutosh1206_Crypton/Block-Cipher/Attack-CBC-Padding-Oracle/Challenges/Secret-Server/secretserver.py,73,0,Detected SHA1 hash algorithm which is considered insecure. SHA1 is not collision resistant and is therefore not suitable as a cryptographic signature. Use SHA256 or SHA3 instead.,"                send_msg(str(time.time()))
            elif msg.startswith('get-sha1'):
                send_msg(SHA.new(msg[8:]).digest())
            elif msg.startswith('get-sha256'):
                send_msg(SHA256.new(msg[10:]).digest())
",MEDIUM,MEDIUM,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.pycryptodome.security.insecure-hash-algorithm.insecure-hash-algorithm-sha1,,semgrep:python.pycryptodome.security.insecure-hash-algorithm.insecure-hash-algorithm-sha1,False
3593,ashutosh1206_Crypton,ashutosh1206_Crypton/Digital-Signatures/PKCS#1-v1.5-Padded-RSA-Digital-Signature/example.py,22,0,"Detected MD5 hash algorithm which is considered insecure. MD5 is not collision resistant and is therefore not suitable as a cryptographic signature.  Use a modern hash algorithm from the SHA-2, SHA-3, or BLAKE2 family instead.","def _get_hash(algo, s):
	if algo == ""MD5"":
		h = MD5.new()
		h.update(s)
		return h.digest()
",MEDIUM,HIGH,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.pycryptodome.security.insecure-hash-algorithm-md5.insecure-hash-algorithm-md5,,semgrep:python.pycryptodome.security.insecure-hash-algorithm-md5.insecure-hash-algorithm-md5,False
3594,ashutosh1206_Crypton,ashutosh1206_Crypton/Digital-Signatures/PKCS#1-v1.5-Padded-RSA-Digital-Signature/example.py,26,0,Detected SHA1 hash algorithm which is considered insecure. SHA1 is not collision resistant and is therefore not suitable as a cryptographic signature. Use SHA256 or SHA3 instead.,"		return h.digest()
	elif algo == ""SHA-1"":
		h = SHA.new()
		h.update(s)
		return h.digest()
",MEDIUM,MEDIUM,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.pycryptodome.security.insecure-hash-algorithm.insecure-hash-algorithm-sha1,,semgrep:python.pycryptodome.security.insecure-hash-algorithm.insecure-hash-algorithm-sha1,False
3595,ashutosh1206_Crypton,ashutosh1206_Crypton/Digital-Signatures/PKCS#1-v1.5-Padded-RSA-Digital-Signature/example.py,53,0,"Detected MD5 hash algorithm which is considered insecure. MD5 is not collision resistant and is therefore not suitable as a cryptographic signature.  Use a modern hash algorithm from the SHA-2, SHA-3, or BLAKE2 family instead.","	key = RSA.construct((long(n), long(e)))

	h = MD5.new(M)
	M = PKCS1_v1_5.EMSA_PKCS1_V1_5_ENCODE(h, size(key.n)/8)
	print ""Padded M: "", M.encode(""hex"")
",MEDIUM,HIGH,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.pycryptodome.security.insecure-hash-algorithm-md5.insecure-hash-algorithm-md5,,semgrep:python.pycryptodome.security.insecure-hash-algorithm-md5.insecure-hash-algorithm-md5,False
3617,bcurtu_django-sermepa,bcurtu_django-sermepa/django-sermepa/sermepa/utils.py,83,0,"Detected DES cipher or Triple DES algorithm which is considered insecure. This algorithm is not cryptographically secure and can be reversed easily. Use a secure symmetric cipher from the cryptodome package instead. Use secure stream ciphers such as ChaCha20, XChaCha20 and Salsa20, or a block cipher such as AES with a block size of 128 bits. When using a block cipher, use a modern mode of operation that also provides authentication, such as GCM.","""""""
def encrypt_order_with_3DES(Ds_Merchant_Order):
    pycrypto = DES3.new(base64.standard_b64decode(settings.SERMEPA_SECRET_KEY), DES3.MODE_CBC, IV=b'\0\0\0\0\0\0\0\0')
    order_padded = Ds_Merchant_Order.ljust(16, b'\0')
    return pycrypto.encrypt(order_padded)
",MEDIUM,HIGH,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.pycryptodome.security.insecure-cipher-algorithm-des.insecure-cipher-algorithm-des,,semgrep:python.pycryptodome.security.insecure-cipher-algorithm-des.insecure-cipher-algorithm-des,False
3618,bethanyuo_crypto_hashes,bethanyuo_crypto_hashes/demos/07-rsa-calculate-python.py,5,0,Detected an insufficient key size for RSA. NIST recommends a key size of 3072 or higher.,"import binascii

keyPair = RSA.generate(2048)
pubKey = keyPair.publickey()
print(f""Public key: (mod={pubKey.n}, exp={pubKey.e})"")
",MEDIUM,HIGH,CWE-326: Inadequate Encryption Strength,1,semgrep,semgrep,python.pycryptodome.security.insufficient-rsa-key-size.insufficient-rsa-key-size,,semgrep:python.pycryptodome.security.insufficient-rsa-key-size.insufficient-rsa-key-size,False
3619,binary-signal_crypto-messaging,binary-signal_crypto-messaging/rsa_module.py,161,0,Detected SHA1 hash algorithm which is considered insecure. SHA1 is not collision resistant and is therefore not suitable as a cryptographic signature. Use SHA256 or SHA3 instead.,"            message,
            padding.OAEP(
                    mgf=padding.MGF1(algorithm=hashes.SHA1()),
                    algorithm=hashes.SHA1(),
                    label=None
",MEDIUM,MEDIUM,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.cryptography.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1,,semgrep:python.cryptography.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1,False
3620,binary-signal_crypto-messaging,binary-signal_crypto-messaging/rsa_module.py,162,0,Detected SHA1 hash algorithm which is considered insecure. SHA1 is not collision resistant and is therefore not suitable as a cryptographic signature. Use SHA256 or SHA3 instead.,"            padding.OAEP(
                    mgf=padding.MGF1(algorithm=hashes.SHA1()),
                    algorithm=hashes.SHA1(),
                    label=None
            )
",MEDIUM,MEDIUM,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.cryptography.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1,,semgrep:python.cryptography.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1,False
3621,binary-signal_crypto-messaging,binary-signal_crypto-messaging/rsa_module.py,174,0,Detected SHA1 hash algorithm which is considered insecure. SHA1 is not collision resistant and is therefore not suitable as a cryptographic signature. Use SHA256 or SHA3 instead.,"    plaintext = private_key.decrypt(ciphertext,
                                    padding.OAEP(
                                            mgf=padding.MGF1(algorithm=hashes.SHA1()),
                                            algorithm=hashes.SHA1(),
                                            label=None
",MEDIUM,MEDIUM,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.cryptography.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1,,semgrep:python.cryptography.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1|semgrep:python.cryptography.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1,False
3622,codeadict_alignetpy,codeadict_alignetpy/alignetpy/alignetpy.py,221,0,"Detected DES cipher or Triple DES algorithm which is considered insecure. This algorithm is not cryptographically secure and can be reversed easily. Use a secure symmetric cipher from the cryptodome package instead. Use secure stream ciphers such as ChaCha20, XChaCha20 and Salsa20, or a block cipher such as AES with a block size of 128 bits. When using a block cipher, use a modern mode of operation that also provides authentication, such as GCM.","        text += chr(padding) * padding

        des3 = DES3.new(key, DES3.MODE_CBC, binvector)
        crypttext = base64.b64encode(des3.encrypt(text))

",MEDIUM,HIGH,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.pycryptodome.security.insecure-cipher-algorithm-des.insecure-cipher-algorithm-des,,semgrep:python.pycryptodome.security.insecure-cipher-algorithm-des.insecure-cipher-algorithm-des,False
3623,codeadict_alignetpy,codeadict_alignetpy/alignetpy/alignetpy.py,251,0,"Detected DES cipher or Triple DES algorithm which is considered insecure. This algorithm is not cryptographically secure and can be reversed easily. Use a secure symmetric cipher from the cryptodome package instead. Use secure stream ciphers such as ChaCha20, XChaCha20 and Salsa20, or a block cipher such as AES with a block size of 128 bits. When using a block cipher, use a modern mode of operation that also provides authentication, such as GCM.","        crypttext = base64.b64decode(pas)

        des3 = DES3.new(key, DES3.MODE_CBC, binvector)
        crypttext2 = des3.decrypt(crypttext)

",MEDIUM,HIGH,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.pycryptodome.security.insecure-cipher-algorithm-des.insecure-cipher-algorithm-des,,semgrep:python.pycryptodome.security.insecure-cipher-algorithm-des.insecure-cipher-algorithm-des,False
3624,ddiazpinto_python-redsys,ddiazpinto_python-redsys/redsys/client.py,54,0,"Detected DES cipher or Triple DES algorithm which is considered insecure. This algorithm is not cryptographically secure and can be reversed easily. Use a secure symmetric cipher from the cryptodome package instead. Use secure stream ciphers such as ChaCha20, XChaCha20 and Salsa20, or a block cipher such as AES with a block size of 128 bits. When using a block cipher, use a modern mode of operation that also provides authentication, such as GCM.","
    def encrypt_3DES(self, order):
        pycrypto = DES3.new(base64.b64decode(self.secret_key), DES3.MODE_CBC, IV=b'\0\0\0\0\0\0\0\0')
        if (sys.version_info > (3,0)):
            order_padded = order.ljust(16, u'\x00')
",MEDIUM,HIGH,CWE-327: Use of a Broken or Risky Cryptographic Algorithm,1,semgrep,semgrep,python.pycryptodome.security.insecure-cipher-algorithm-des.insecure-cipher-algorithm-des,,semgrep:python.pycryptodome.security.insecure-cipher-algorithm-des.insecure-cipher-algorithm-des,False
